instruction,model_output,parsed_title,title_in_dataset,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients
Suggest a ingredients recipe around 1816 calories.,"Eggplant Parmigiana - 1816.7 calories, 50.7g protein, ready in 85 minutes.",Eggplant Parmigiana,True,False,True,False,"{'calories_min': 1766.0, 'calories_max': 1866.0}","{'calories': 1816.7, 'protein': 50.7, 'duration': 85.0}",[]
Suggest a ingredients recipe around 978 calories.,"Fried Chicken - 978.2 calories, 59.1g protein, ready in 30 minutes.",Fried Chicken,True,False,True,False,"{'calories_min': 928.0, 'calories_max': 1028.0}","{'calories': 978.2, 'protein': 59.1, 'duration': 30.0}",[]
Find a high-protein recipe with at least 30g protein.,"Fried Shrimp and Rice - 33.1g protein, 288.8 calories, 13.2g fat, 31.4g carbs.",Fried Shrimp and Rice,False,False,True,True,{'protein_min': 30.0},"{'calories': 288.8, 'protein': 33.1, 'total_fat': 13.2, 'carbs': 31.4}",[]
Find a high-protein recipe with at least 7g protein.,"Molasses Cake - 9.2g protein, 258.1 calories, 1.6g fat, 54.6g carbs.",Molasses Cake,True,False,True,False,{'protein_min': 7.0},"{'calories': 258.1, 'protein': 9.2, 'total_fat': 1.6, 'carbs': 54.6}",[]
Recommend a high-fiber recipe with at least 7g fiber.,"Raspberry Almond Granola - 9.5g dietary fiber, 370.7 calories, 35.0g total carbs.",Raspberry Almond Granola,False,False,True,True,{'fiber_min': 7.0},"{'calories': 370.7, 'fiber': 9.5}",[]
Recommend a quick recipe that takes less than 90 minutes.,"Quick and Easy Chocolate Fudge - Takes 60 minutes, 84.2 calories, serves 1.",Quick and Easy Chocolate Fudge,False,False,True,True,{'duration_max': 90.0},"{'calories': 84.2, 'duration': 60.0, 'serves': 1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Chorizo Paella - 326.9 calories, 29.4g protein, 14.7g fat, 27.8g carbs.",Chicken and Chorizo Paella,True,False,True,False,{'balanced': True},"{'calories': 326.9, 'protein': 29.4, 'total_fat': 14.7, 'carbs': 27.8}",[]
List a low-sodium recipe under 493mg sodium.,"Peanut Butter Banana Balls - 429.8mg sodium, 106.7 calories, 30 minutes prep time.",Peanut Butter Banana Balls,False,False,True,True,"{'calories_max': 493.0, 'sodium_max': 493.0}","{'calories': 106.7, 'sodium': 429.8, 'duration': 30.0}",[]
Recommend a high-fiber recipe with at least 4g fiber.,"Broccoli and Potato Soup - 5.0g dietary fiber, 182.7 calories, 36.8g total carbs.",Broccoli and Potato Soup,True,False,True,False,{'fiber_min': 4.0},"{'calories': 182.7, 'fiber': 5.0}",[]
Find a high-protein recipe with at least 3g protein.,"Peanut Butter and Jelly Sandwich - 4.2g protein, 220.8 calories, 10.8g fat, 27.1g carbs.",Peanut Butter and Jelly Sandwich,True,True,True,False,{'protein_min': 3.0},"{'calories': 220.8, 'protein': 4.2, 'total_fat': 10.8, 'carbs': 27.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Crockpot Spaghetti Sauce - 177.4 calories, 3.7g protein, 2.9g fat, 29.3g carbs.",Crockpot Spaghetti Sauce,True,False,True,False,{'balanced': True},"{'calories': 177.4, 'protein': 3.7, 'total_fat': 2.9, 'carbs': 29.3}",[]
Recommend a quick recipe that takes less than 40 minutes.,"Caramel Apple Pie - Takes 35 minutes, 650.3 calories, serves 8.",Caramel Apple Pie,True,False,True,False,{'duration_max': 40.0},"{'calories': 650.3, 'duration': 35.0, 'serves': 8}",[]
Suggest a ingredients recipe under 94 calories.,"Quick and Easy Cucumber Salad - 94.6 calories, 1.4g protein, ready in 10 minutes.",Quick and Easy Cucumber Salad,False,False,True,True,{'calories_max': 94.0},"{'calories': 94.6, 'protein': 1.4, 'duration': 10.0}",[]
Recommend a quick recipe that takes less than 35 minutes.,"Caramelized Onion and Mushroom Pasta - Takes 25 minutes, 271.0 calories, serves 4.",Caramelized Onion and Mushroom Pasta,False,False,True,True,{'duration_max': 35.0},"{'calories': 271.0, 'duration': 25.0, 'serves': 4}",[]
Find a high-protein recipe with at least 26g protein.,"Easy 3 Ingredient Peanut Butter Cookies - 27.6g protein, 230.0 calories, 1.5g fat, 27.6g carbs.",Easy 3 Ingredient Peanut Butter Cookies,False,False,True,True,{'protein_min': 26.0},"{'calories': 230.0, 'protein': 27.6, 'total_fat': 1.5, 'carbs': 27.6}",[]
Suggest a ingredients recipe under 269 calories.,"Diet Friendly Spicy Chicken Fingers - 269.0 calories, 31.2g protein, ready in 25 minutes.",Diet Friendly Spicy Chicken Fingers,False,False,True,True,{'calories_max': 269.0},"{'calories': 269.0, 'protein': 31.2, 'duration': 25.0}",[]
Recommend a quick recipe that takes less than 160 minutes.,"Classic Pot Roast - Takes 150 minutes, 420.0 calories, serves 10.",Classic Pot Roast,True,False,True,False,{'duration_max': 160.0},"{'calories': 420.0, 'duration': 150.0, 'serves': 10}",[]
Suggest a ingredients recipe under 321 calories.,"Peanut Butter Mousse - 321.3 calories, 2.7g protein, ready in 20 minutes.",Peanut Butter Mousse,True,False,True,False,{'calories_max': 321.0},"{'calories': 321.3, 'protein': 2.7, 'duration': 20.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Crock Pot Beef Stew - 343.8 calories, 26.6g protein, 8.3g fat, 42.2g carbs.",Crock Pot Beef Stew,True,True,True,False,{'balanced': True},"{'calories': 343.8, 'protein': 26.6, 'total_fat': 8.3, 'carbs': 42.2}",[]
Suggest a ingredients recipe under 91 calories.,"Crock Pot Chicken and Noodles - 91.3 calories, 11.1g protein, ready in 180 minutes.",Crock Pot Chicken and Noodles,True,False,True,False,{'calories_max': 91.0},"{'calories': 91.3, 'protein': 11.1, 'duration': 180.0}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Chocolate Chip Cookies - 3.1g dietary fiber, 187.3 calories, 21.4g total carbs.",Chocolate Chip Cookies,True,False,True,False,{'fiber_min': 2.0},"{'calories': 187.3, 'fiber': 3.1}",[]
