instruction,model_output,parsed_title,title_in_dataset,matched_by,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients,corrected_output,correction_type,correction_reason
Recommend a high-fiber recipe with at least 3g fiber.,"Fruity Oatmeal - 4.2g dietary fiber, 229.4 calories, 27.2g total carbs.",Fruity Oatmeal,True,exact,True,True,False,{'fiber_min': 3.0},"{'calories': 229.4, 'fiber': 4.2}",[],"Fruity Oatmeal - 141 calories, 4.9g protein, 19mg sodium, ready in 15 minutes, serves 4. Ingredients: {'': [('water', '2  time(s) cups '), ('rolled oats', '1  time(s) cup '), ('chopped peeled peach', '1  time(s) cup '), ('raisins', '0.25 time(s) cup '), ('ground cinnamon', '0.125 time(s) teaspoon '), ('milk', '0.5 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a balanced meal with moderate calories and good protein.,"Egg and Cheese Breakfast Sandwich - 271.1 calories, 12.1g protein, 15.4g fat, 26.0g carbs.",Egg and Cheese Breakfast Sandwich,True,fuzzy,True,True,False,{'balanced': True},"{'calories': 271.1, 'protein': 12.1, 'carbs': 26.0, 'total_fat': 15.4}",[],"Egg and Cheese Bagel Breakfast Sandwich - 432 calories, 23.6g protein, 703mg sodium, ready in 20 minutes, serves 1. Ingredients: {'': [('eggs', '2 time(s) '), ('bagel', '1 time(s) '), ('butter', ' time(s) '), ('salt and pepper', ' time(s) '), ('hot sauce', ' time(s) '), ('cheddar cheese', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a balanced meal with moderate calories and good protein.,"Mushroom and Artichoke Pasta - 272.7 calories, 15.0g protein, 4.8g fat, 47.6g carbs.",Mushroom and Artichoke Pasta,True,fuzzy,True,True,False,{'balanced': True},"{'calories': 272.7, 'protein': 15.0, 'carbs': 47.6, 'total_fat': 4.8}",[],"Mushroom & Artichoke Pasta - 552 calories, 21.2g protein, 468mg sodium, ready in 25 minutes, serves 4. Ingredients: {'': [('pasta', '12  time(s) ounces '), ('olive oil', '3  time(s) tablespoons '), ('fresh mushrooms, chopped', '12  time(s) ounces '), ('garlic cloves, minced', '3  time(s) '), ('black olives, chopped', '4  time(s) ounces '), ('marinated artichoke hearts, chopped (drain half the liquid)', '7 1/2 time(s) ounces '), ('rosemary', '1  time(s) teaspoon '), ('oregano', '0.5 time(s) teaspoon '), ('fresh basil, finely chopped', '1  time(s) tablespoon '), ('salt & pepper', ' time(s) '), ('grated parmesan cheese', '2  time(s) ounces ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
List a low-sodium recipe under 3015mg sodium.,"Chicken and Sausage Gumbo - 3000.4mg sodium, 298.2 calories, 40 minutes prep time.",Chicken and Sausage Gumbo,True,exact,True,True,False,"{'calories_max': 3015.0, 'sodium_max': 3015.0}","{'calories': 298.2, 'sodium': 3000.4, 'duration': 40.0}",[],"Chicken and Sausage Gumbo - 509 calories, 21.1g protein, 460mg sodium, ready in 170 minutes, serves 10. Ingredients: {'': [('vegetable oil', '0.5 time(s) cup '), ('all-purpose flour', '0.5 time(s) cup '), ('chicken pieces', '2  time(s) lbs '), ('andouille sausage, cut up', '0.5 time(s) lb '), ('chicken stock', '4  time(s) cups '), ('yellow onion, diced', '1  time(s) '), ('bell pepper, diced', '1  time(s) '), ('celery ribs, diced', '2  time(s) '), ('garlic cloves, minced', '6  time(s) '), ('okra, cut up (fresh or frozen)', '0.5 time(s) lb '), ('tomatoes, peeled, seeded and chopped (optional)', '0.5 time(s) cup '), ('file powder (unless okra is used, one or the other please)', '1  time(s) tablespoon '), ('cayenne pepper', '0.25 time(s) teaspoon '), ('bay leaves', '2  time(s) '), ('rice, cooked (accompaniment)', '2  time(s) cups '), ('parsley (garnish)', ' time(s) '), ('salt and pepper (as needed)', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 56mg sodium.,"Fudge Pops - 52.9mg sodium, 62.7 calories, 15 minutes prep time.",Fudge Pops,True,substring,False,True,False,"{'calories_max': 56.0, 'sodium_max': 56.0}","{'calories': 62.7, 'sodium': 52.9, 'duration': 15.0}",[],"Fruity Frozen Fudge Pops - 77 calories, 1.6g protein, 158mg sodium, ready in 3 minutes, serves 10. Ingredients: {'': [('pear halves, in extra-light syrup, not drained', '1 time(s) (15 ounce) can '), ('2% low-fat milk', '1 1/2 time(s) cups '), ('vanilla extract (optional)', '0.5 time(s) teaspoon '), ('mix', '1 time(s) (3 1/2 ounce) box instant chocolate pudding ')]}",fix_claims,numeric claims diverged (matched_by=substring)
Find a high-protein recipe with at least 14g protein.,"Chicken and Vegetable Soup - 16.8g protein, 157.3 calories, 2.9g fat, 23.4g carbs.",Chicken and Vegetable Soup,True,exact,False,True,False,{'protein_min': 14.0},"{'calories': 157.3, 'protein': 16.8, 'carbs': 23.4, 'total_fat': 2.9}",[],"Chicken and Vegetable Soup - 128 calories, 6.8g protein, 484mg sodium, ready in 30 minutes, serves 8. Ingredients: {'': [('chicken', '2  time(s) cans '), ('chicken broth', '2  time(s) cans '), ('water', '2  time(s) cups '), ('sliced carrot', '1  time(s) can '), ('english pea', '1  time(s) can '), ('sliced potato', '1  time(s) can '), ('green beans', '1  time(s) can '), ('celery ribs', '2  time(s) '), ('pasta shells', '2  time(s) cups '), ('garlic powder (to taste)', ' time(s) '), ('pepper (to taste)', ' time(s) '), ('parsley flakes', '2  time(s) tablespoons ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 264 calories.,"Baked Potato - 264.4 calories, 4.5g protein, ready in 60 minutes.",Baked Potato,True,exact,False,True,False,{'calories_max': 264.0},"{'calories': 264.4, 'protein': 4.5, 'duration': 60.0}",[],"Baked Potato - 869 calories, 54.4g protein, 1715mg sodium, ready in 20 minutes, serves 1. Ingredients: {'': [('jacket potato', '1  time(s) ')], 'toppings either': [('cheddar cheese, grated', '0.25 time(s) cup '), ('cottage cheese', '0.25 time(s) cup '), ('tuna in water, drained with', '80  time(s) g '), ('sweetcorn', '0.25 time(s) cup '), ('cheddar cheese grated)', '200  time(s) g baked beans (cooked, by itself or with 1/4 cup '), ('butter', '1  time(s) tablespoon '), ('ham, shredded with', '0.25 time(s) cup '), ('cheddar cheese', '0.25 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Recommend a high-fiber recipe with at least 12g fiber.,"Apple and Blueberry Crisp - 14.9g dietary fiber, 460.2 calories, 63.6g total carbs.",Apple and Blueberry Crisp,True,fuzzy,False,True,False,{'fiber_min': 12.0},"{'calories': 460.2, 'fiber': 14.9}",[],"Apple Blueberry Crisp - 181 calories, 2.5g protein, 4mg sodium, ready in 50 minutes, serves 8. Ingredients: {'': [('canola oil', '1  time(s) teaspoon '), ('medium granny smith apples', '4  time(s) '), ('lemon juice', '1  time(s) tablespoon '), ('cinnamon', '1  time(s) teaspoon '), ('sugar', '0.25 time(s) cup '), ('blueberries', '1  time(s) cup '), ('rolled oats', '1  time(s) cup '), ('unbleached flour', '0.3333333333333333 time(s) cup '), ('brown sugar', '0.25 time(s) cup '), ('canola oil', '4  time(s) teaspoons '), ('cinnamon', '0.5 time(s) teaspoon '), ('orange juice', '1  time(s) tablespoon ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a ingredients recipe under 148 calories.,"Kabocha Squash Soup - 148.6 calories, 2.1g protein, ready in 20 minutes.",Kabocha Squash Soup,True,substring,False,True,False,{'calories_max': 148.0},"{'calories': 148.6, 'protein': 2.1, 'duration': 20.0}",[],"Kabocha Squash Soup With Pomegranate Seeds & Spicy Candied P - 572 calories, 7.9g protein, 430mg sodium, ready in 45 minutes, serves 6. Ingredients: {'': [('butter', '1  time(s) tablespoon '), ('onion, finely diced', '1  time(s) '), ('kabocha squash, peeled, cleaned and diced into 3/4 -inch pieces', '1 time(s) (2 1/2 lb) '), ('chicken broth', '3  time(s) cups '), ('heavy cream', '2  time(s) cups '), ('salt', ' time(s) '), ('pepper', ' time(s) '), ('sugar', '0.5 time(s) cup '), ('water', '0.5 time(s) cup '), ('halves', '1  time(s) cup pecan '), ('cayenne pepper (or espelette, to taste)', '0.125 time(s) teaspoon '), ('pomegranate seeds', '0.5 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=substring)
List a low-sodium recipe under 258mg sodium.,"Peanut Butter Cupcakes - 200.7mg sodium, 147.3 calories, 20 minutes prep time.",Peanut Butter Cupcakes,True,exact,True,True,False,"{'calories_max': 258.0, 'sodium_max': 258.0}","{'calories': 147.3, 'sodium': 200.7, 'duration': 20.0}",[],"Peanut Butter Cupcakes - 193 calories, 5.0g protein, 174mg sodium, ready in 28 minutes, serves 18. Ingredients: {'': [('all-purpose flour', '1 3/4 time(s) cups '), ('baking powder', '1  time(s) tablespoon '), ('salt', '0.5 time(s) teaspoon '), ('peanut butter (creamy or chunky)', '0.5 time(s) cup '), ('vegetable shortening', '0.25 time(s) cup '), ('sugar', '0.75 time(s) cup '), ('large eggs', '2  time(s) '), ('vanilla extract', '0.75 time(s) teaspoon '), ('milk', '1  time(s) cup '), ('semisweet chocolate or (4 ounce) milk chocolate, cut into 18 pieces', '1 time(s) (4 ounce) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 184 calories.,"Baked Potato - 184.8 calories, 2.8g protein, ready in 70 minutes.",Baked Potato,True,exact,False,True,False,{'calories_max': 184.0},"{'calories': 184.8, 'protein': 2.8, 'duration': 70.0}",[],"Baked Potato - 869 calories, 54.4g protein, 1715mg sodium, ready in 20 minutes, serves 1. Ingredients: {'': [('jacket potato', '1  time(s) ')], 'toppings either': [('cheddar cheese, grated', '0.25 time(s) cup '), ('cottage cheese', '0.25 time(s) cup '), ('tuna in water, drained with', '80  time(s) g '), ('sweetcorn', '0.25 time(s) cup '), ('cheddar cheese grated)', '200  time(s) g baked beans (cooked, by itself or with 1/4 cup '), ('butter', '1  time(s) tablespoon '), ('ham, shredded with', '0.25 time(s) cup '), ('cheddar cheese', '0.25 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 20g protein.,"Baked Oatmeal - 23.1g protein, 264.3 calories, 2.4g fat, 47.6g carbs.",Baked Oatmeal,True,exact,False,True,False,{'protein_min': 20.0},"{'calories': 264.3, 'protein': 23.1, 'carbs': 47.6, 'total_fat': 2.4}",[],"Baked Oatmeal - 363 calories, 6.8g protein, 79mg sodium, ready in 40 minutes, serves 1. Ingredients: {'': [('oatmeal', '0.3333333333333333 time(s) cup '), ('skim milk', '0.25 time(s) cup '), ('brown sugar', '0.25 time(s) cup '), ('butter, melted', '0.25 time(s) tablespoon '), ('cinnamon', '0.25 time(s) teaspoon ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 351 calories.,"Peanut Butter and Chocolate Cream Pie - 351.5 calories, 5.2g protein, ready in 60 minutes.",Peanut Butter and Chocolate Cream Pie,True,fuzzy,False,True,False,{'calories_max': 351.0},"{'calories': 351.5, 'protein': 5.2, 'duration': 60.0}",[],"Peanut Butter and White Chocolate Cream Pie - 794 calories, 14.3g protein, 310mg sodium, ready in 30 minutes, serves 8. Ingredients: {'': [('sifted powdered sugar', '1  time(s) cup '), ('smooth old-fashioned peanut butter', '0.75 time(s) cup '), ('vanilla extract', '2 1/2 time(s) teaspoons '), ('grape-nuts cereal', '2  time(s) tablespoons '), ('whole milk', '2 1/2 time(s) cups '), ('yolks', '4  time(s) large egg '), ('sugar', '0.75 time(s) cup '), ('all-purpose flour', '0.25 time(s) cup '), ('cornstarch', '0.25 time(s) cup '), (""good-quality white chocolate, chopped (such as lindt or baker's)"", '6  time(s) ounces '), ('to package directions, cooled completely', '1 time(s) (9 inch) frozen pie shells, baked according '), ('ripe bananas, peeled, sliced', '2  time(s) '), ('chilled whipping cream, beaten to firm peaks', '1 1/2 time(s) cups ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a ingredients recipe under 305 calories.,"Fried Rice - 305.5 calories, 7.6g protein, ready in 45 minutes.",Fried Rice,True,exact,True,True,False,{'calories_max': 305.0},"{'calories': 305.5, 'protein': 7.6, 'duration': 45.0}",[],"Fried Rice - 44 calories, 1.7g protein, 67mg sodium, ready in 15 minutes, serves 4. Ingredients: {'': [('cooked rice (amount depends on servings desired)', ' time(s) '), ('peas (to taste)', '0.5 time(s) can '), ('medium chopped carrot (to taste)', '1  time(s) '), ('soy sauce (to taste)', ' time(s) '), ('egg, scrambled', '1  time(s) '), ('cooking oil', '2  time(s) teaspoons '), ('pinch salt', '1  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe around 401 calories.,"Chicken Enchiladas - 401.1 calories, 14.3g protein, ready in 35 minutes.",Chicken Enchiladas,True,exact,False,True,False,"{'calories_min': 351.0, 'calories_max': 451.0}","{'calories': 401.1, 'protein': 14.3, 'duration': 35.0}",[],"Chicken Enchiladas - 592 calories, 35.7g protein, 1557mg sodium, ready in 45 minutes, serves 10. Ingredients: {'': [('package cream cheese', '1 time(s) (8 ounce) '), (""tyson's canned white chicken meat"", '2 time(s) (12 1/2 ounce) cans '), ('jar enchilada sauce (i used food lion brand, have tried them all, it tastes best)', '1 time(s) (16 ounce) '), ('burrito-size flour tortillas (depends on how much stuff you punt in each one)', '10 -15  time(s) ')], 'if you like spicy  my family does  i add at least one of the following': [('1 jalapenos or 1 taco bell hot sauce', ' time(s) '), ('blend cheese or 4 -6 cups cheddar cheese', '4 -6  time(s) cups shredded mexican ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe around 702 calories.,"Cheesy Chicken Enchiladas - 702.4 calories, 39.2g protein, ready in 60 minutes.",Cheesy Chicken Enchiladas,True,exact,False,True,False,"{'calories_min': 652.0, 'calories_max': 752.0}","{'calories': 702.4, 'protein': 39.2, 'duration': 60.0}",[],"Cheesy Chicken Enchiladas - 514 calories, 28.7g protein, 1466mg sodium, ready in 30 minutes, serves 6. Ingredients: {'': [('ground chicken', '450  time(s) g '), ('chunky salsa, divided', '650  time(s) ml '), ('shredded cheddar cheese, divided', '1 1/2 time(s) cups '), ('flour tortillas', '12 time(s) (6 inch) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe around 401 calories.,"Baked Cinnamon Apples - 401.2 calories, 2.5g protein, ready in 55 minutes.",Baked Cinnamon Apples,True,exact,False,True,False,"{'calories_min': 351.0, 'calories_max': 451.0}","{'calories': 401.2, 'protein': 2.5, 'duration': 55.0}",[],"Baked Cinnamon Apples - 188 calories, 0.7g protein, 35mg sodium, ready in 50 minutes, serves 4. Ingredients: {'': [('apples', '4 time(s) '), ('raisins (or craisins)', '4  time(s) tablespoons '), ('brown sugar', '4  time(s) tablespoons '), ('cinnamon', '0.5 time(s) teaspoon '), ('butter', '4  time(s) teaspoons ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 202mg sodium.,"Pumpkin Apple Muffins - 199.7mg sodium, 73.7 calories, 30 minutes prep time.",Pumpkin Apple Muffins,True,exact,False,True,False,"{'calories_max': 202.0, 'sodium_max': 202.0}","{'calories': 73.7, 'sodium': 199.7, 'duration': 30.0}",[],"Pumpkin Apple Muffins - 169 calories, 3.9g protein, 293mg sodium, ready in 30 minutes, serves 12. Ingredients: {'': [('egg, beaten', '1  time(s) '), ('pumpkin puree', '1  time(s) cup '), ('molasses', '2  time(s) teaspoons '), ('sugar', '0.75 time(s) cup '), ('pumpkin pie spice', '0.5 time(s) teaspoon '), ('evaporated milk', '0.75 time(s) cup '), ('chopped apples', '2  time(s) cups '), ('flour', '2  time(s) cups '), ('baking powder', '2 1/2 time(s) teaspoons '), ('salt', '1  time(s) teaspoon ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 156mg sodium.,"Homemade Ranch Dressing - 155.4mg sodium, 47.1 calories, 10 minutes prep time.",Homemade Ranch Dressing,True,exact,False,True,False,"{'calories_max': 156.0, 'sodium_max': 156.0}","{'calories': 47.1, 'sodium': 155.4, 'duration': 10.0}",[],"Homemade Ranch Dressing - 130 calories, 1.4g protein, 387mg sodium, ready in 5 minutes, serves 8. Ingredients: {'': [('mayonnaise', '1  time(s) cup '), ('buttermilk', '1  time(s) cup '), ('salt', '0.5 time(s) teaspoon '), ('onion powder', '2  time(s) teaspoons '), ('garlic powder', '0.125 time(s) teaspoon '), ('dried parsley', '1  time(s) tablespoon ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 137mg sodium.,"Peanut Butter Brownies - 111.2mg sodium, 72.0 calories, 15 minutes prep time.",Peanut Butter Brownies,True,exact,False,True,False,"{'calories_max': 137.0, 'sodium_max': 137.0}","{'calories': 72.0, 'sodium': 111.2, 'duration': 15.0}",[],"Peanut Butter Brownies - 1070 calories, 16.4g protein, 183mg sodium, ready in 70 minutes, serves 8. Ingredients: {'': [('unsalted butter, softened', '0.5 time(s) lb '), ('sugar', '1 3/4 time(s) cups '), ('creamy peanut butter', '1  time(s) cup '), ('large eggs', '2  time(s) '), ('yolk', '1  time(s) large egg '), ('vanilla extract', '2  time(s) teaspoons '), ('all-purpose flour', '2  time(s) cups '), ('semi-sweet chocolate chips, divided', '3  time(s) cups '), ('heavy cream', '0.5 time(s) cup '), ('unsalted butter, softened', '1  time(s) tablespoon ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 201mg sodium.,"Baked Pears - 165.9mg sodium, 105.3 calories, 15 minutes prep time.",Baked Pears,True,exact,False,True,False,"{'calories_max': 201.0, 'sodium_max': 201.0}","{'calories': 105.3, 'sodium': 165.9, 'duration': 15.0}",[],"Baked Pears - 572 calories, 6.0g protein, 170mg sodium, ready in 75 minutes, serves 4. Ingredients: {'': [('ripe bartlett pears', '4  time(s) '), ('oats', '0.75 time(s) cup '), ('brown sugar', '0.75 time(s) cup '), ('nutmeg', '0.5 time(s) teaspoon '), ('cinnamon', '1  time(s) teaspoon '), ('butter', '6  time(s) tablespoons '), ('apple juice (2-6 oz. cans)', '1 1/2 time(s) cups ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 369 calories.,"Chocolate Pudding - 369.1 calories, 3.8g protein, ready in 40 minutes.",Chocolate Pudding,True,exact,True,True,False,{'calories_max': 369.0},"{'calories': 369.1, 'protein': 3.8, 'duration': 40.0}",[],"Chocolate Pudding - 294 calories, 8.0g protein, 150mg sodium, ready in 130 minutes, serves 4. Ingredients: {'': [('sugar', '0.6666666666666666 time(s) cup '), ('unsweetened cocoa', '0.3333333333333333 time(s) cup '), ('cornstarch', '0.25 time(s) cup '), ('butter', '2  time(s) tablespoons '), ('skim milk', '2 2/3 time(s) cups ')]}",fix_claims,numeric claims diverged (matched_by=exact)
